title,variant,price,imgUrl,link,l1,I2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数,ADO
1支黑色、蓝色、红色长笔尖防水持久记号笔,Pro Max 150%墨水黑色*4,1.68,https://cf.shopee.ph/file/cn-11134207-820l4-mnl8x59pff9i12,http://shopee.ph/product/1057463158/23379264040,写作与校对,标记,IVCN202604158675,360850532206,,P2,2026/7/1,23379264040,1.68275,,2,
半布质手提袋，双面印有经典时尚图案（不同设计），宽 35 厘米 x 高 25 厘米，展开后底部宽 8 厘米，无侧边撑片（每包 50 个）。,半布质手提袋，双面印有经典时尚图案（不同设计），宽 35 厘米 x 高 25 厘米，展开后底部宽 8 厘米，无侧边撑片（每包 50 个）。,14.99,https://cf.shopee.co.th/file/th-11134207-7r98t-ln424mj8ratvad,http://shopee.co.th/product/154032661/23384159166,礼品与包装材料,礼品袋,IVCN2025122313833,232154418407,https://detail.1688.com/offer/728437558327.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFQR2JGRCESTK2LBDVKMSUKFGVUU2HGVIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2EJVHFEUKHGQZEIUKOIJKEONKQLBLTOSKN&bizType=saasTool&customerId=alipriceLP,P1,2026/7/1,23384159166,14.99039,高价品，流量翻倍,1,3
用于设计用途的瓦楞纸板，120x120厘米，3层和5层（1包包含10张）。,三层瓦楞纸板，B型（3毫米）,22.11,https://cf.shopee.co.th/file/th-11134207-7r98r-lp64udcxa6p54f,http://shopee.co.th/product/28319530/23386192362,笔记本与纸质用品,艺术纸和纸板,IVCN202603161295,157105371487,无同款,P1,2026/7/1,23386192362,22.1126,高价品，流量翻倍,2,1.86
用于设计用途的瓦楞纸板，120x120厘米，3层和5层（1包包含10张）。,5层BC瓦楞纸板（6毫米）,31.27,https://cf.shopee.co.th/file/th-11134207-7r98t-lp64udcxbl9l74,http://shopee.co.th/product/28319530/23386192362,笔记本与纸质用品,艺术纸和纸板,IVCN202603161295,157105371488,https://detail.1688.com/offer/768300923431.html?spm=a26352.13672862.offerlist.1.476c3e27ONbvqt&cosite=-&tracelog=p4p&_p_isad=1&clickid=d6a2878282cb43c891ef0c35a58672e7&sessionid=6c813cdd1ae5b4afd4d5772149791554,P1,2026/7/1,23386192362,31.27255,高价品，流量翻倍,2,1.21
紧急出口标志，夜光PVC贴纸,紧急出口，仅贴纸,2.5,https://cf.shopee.com.my/file/my-11134207-820la-mjjiu44g7wg2a0,http://shopee.com.my/product/354167410/23386800372,笔记本与纸质用品,标签和贴纸,IVCN2026041458392,235870977889,https://detail.1688.com/offer/863788031358.html?spm=a26352.b28411319.offerlist.82.3c7e1e62MApT5Q,P0,2026/7/1,23386800372,3.81602,,1,1.07
50 个带窗口的黄色纸袋，用于装蛋糕和面包。,50 个中号袋子（16x26）,10.16,https://cf.shopee.vn/file/vn-11134207-7ra0g-m7uyeqaq2zhv4f,http://shopee.vn/product/96803030/23387533632,礼品与包装材料,礼品袋,IVCN2026041458856,245067025709,https://detail.1688.com/offer/730549688401.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2104999217412269184868142e1311&token=zKMK%2BpmgSQUGfzEbQEfEafUdIkE4luYoZb2HZQAOai28IHjEjNJ0%2FKltjfb9cpAZ&tracelog=cps&clickid=dba16c826903f64a7ea4b9b1923b7fa8,P1,2026/7/1,23387533632,10.16695,高价品，流量翻倍,1,1.36
50个装 - 迷你纸盒，适用于珠宝、礼品、钥匙扣等，带玻璃盖 - 27号盒,S码 - 白色,2.78,https://cf.shopee.vn/file/vn-11134207-7r98o-lukfuj3w5zpu54,http://shopee.vn/product/1200550853/23389529734,礼品与包装材料,礼盒,IVCN202603162007,187466077687,https://detail.1688.com/offer/754856119151.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/7/1,23389529734,2.78765,,1,9.43
塑料螺旋线圈 A4 46孔活页螺旋装订环 DIY笔记本（100个/盒）,12毫米，透明,12.89,https://cf.shopee.ph/file/ph-11134207-7rasm-m8lqvn2vjq1q17,http://shopee.ph/product/193556725/23390118331,笔记本与纸质用品,散装,IVCN2026061714857,255828378211,,P2,2026/7/1,23390118331,12.89113,高价品，流量翻倍,1,
热敏纸卷 80x40 毫米 POS 收据用 黄色,热敏纸卷 80x40 毫米 POS 收据用 黄色,29.7,https://cf.shopee.com.br/file/sg-11134201-7reo1-m1pn660xwtyfa2,http://shopee.com.br/product/468044075/23391258228,笔记本与纸质用品,热敏纸和连续纸,IVCN2025112125211,239368341756,https://detail.1688.com/offer/947286712994.html?spm=a26352.13672862.offerlist.1.76f01e62vRJUIU&cosite=-&tracelog=p4p&_p_isad=1&clickid=b654af9fddd6450b843086415c6ca603&sessionid=e445707527c82cc59a4aec3804009398,P0,2026/7/1,23391258228,58.80076,高价品，流量翻倍,1,0.5
80毫米热敏纸卷，每盒30卷，适用于财政和非财政收据、POS机和ECF热敏打印机,80毫米热敏纸卷，每盒30卷，适用于财政和非财政收据、POS机和ECF热敏打印机,16.03,https://cf.shopee.com.br/file/br-11134207-7r98o-m165yejisb4ebb,http://shopee.com.br/product/345167078/23392627769,笔记本与纸质用品,热敏纸和连续纸,IVCN202601054005,159536874189,无同款,P1,2026/7/1,23392627769,16.03432,高价品，流量翻倍,1,11
手工制作的A5猫咪图案活页夹,引导,37.6,https://cf.shopee.com.br/file/br-11134207-7r98o-lu1d4ffr6b8l88,http://shopee.com.br/product/507332868/23392958861,笔记本与纸质用品,笔记本和便签本,IVCN202601195429,209594908935,无同款,P1,2026/7/1,23392958861,37.60544,高价品，流量翻倍,1,
一套25个用于Sedex快递的纸箱，尺寸为30x25x23厘米,一套25个用于Sedex快递的纸箱，尺寸为30x25x23厘米,8.54,https://cf.shopee.com.br/file/sg-11134201-7rd74-lu9lmjmr1qyc85,http://shopee.com.br/product/566991861/23392968766,礼品与包装材料,纸箱,IVCN2026061713791,239403279159,,P2,2026/7/1,23392968766,8.54748,高价品，流量翻倍,1,
10 个小盒子，尺寸 20x20x8 厘米，小盒子，收纳盒，婚礼，教父母，回礼，中密度纤维板,10 个小盒子，尺寸 20x20x8 厘米，小盒子，收纳盒，婚礼，教父母，回礼，中密度纤维板,24.87,https://cf.shopee.com.br/file/br-11134207-7r98o-lvx3q5csp5zm4c,http://shopee.com.br/product/419022743/23393056153,礼品与包装材料,礼盒,IVCN202601055125,219595680108,无同款,P1,2026/7/1,23393056153,24.87163,高价品，流量翻倍,1,1.79
缎带 N9，40mm 宽，11米或23米长卷装 - 多种颜色可选，适用于工艺品制作和装饰,红色，23米,2.62,https://cf.shopee.com.br/file/br-11134207-81z1k-mihp3vym9fcy44,http://shopee.com.br/product/574699962/23393070334,礼品与包装材料,丝带,IVCN2026061713977,239434459452,,P2,2026/7/1,23393070334,2.62762,,1,
带橡皮擦的黑色铅笔罐 - HB 花纹黑色铅笔（72 支）/ 笔尖带橡皮擦,珍珠粉彩,16.8,https://cf.shopee.com.br/file/br-11134207-820lz-moudlw0q1zie3e,http://shopee.com.br/product/338652752/23393188670,写作与校对,铅笔,IVCN202606177641,355989204836,https://detail.1688.com/offer/902877203592.html?spm=a26352.13672862.offerlist.19.17701e6200TlFd&cosite=-&tracelog=p4p&_p_isad=1&clickid=f993901312c8489bbfe81f2e130e3105&sessionid=3e45a953eae14dd2849b9e3ac65a5536,P1,2026/7/1,23393188670,16.80708,高价品，流量翻倍,1,
一套15个带铰链盖的盒子 - 现货供应,一套15个带铰链盖的盒子 - 现货供应,76.1,https://cf.shopee.com.br/file/br-11134207-7r98o-m1r29ejyaayw52,http://shopee.com.br/product/1085781498/23393491297,礼品与包装材料,礼盒,IVCN2025112121381,149542260146,https://detail.1688.com/offer/962805477491.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i125&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/7/1,23393491297,76.10067,高价品，流量翻倍,1,0.14
高级复古摩托车/滑板迷幻全息贴纸,高级复古摩托车/滑板迷幻全息贴纸,1.22,https://cf.shopee.com.br/file/br-11134207-7r98o-m3wti3hdimuw1b,http://shopee.com.br/product/418241239/23393591185,笔记本与纸质用品,标签和贴纸,IVCN202601195951,228776759794,https://detail.1688.com/offer/754328184994.html?,P0,2026/7/1,23393591185,10.40181,高价品，流量翻倍,1,1.36
蛋糕、糖果、甜点包装 - 方形糖果 (NP641) 200 个装,蛋糕、糖果、甜点包装 - 方形糖果 (NP641) 200 个装,21.09,https://cf.shopee.com.br/file/sg-11134201-825zq-mls8o9oadq82ed,http://shopee.com.br/product/285329243/23393648011,礼品与包装材料,其他的,IVCN202601196369,238778520299,https://detail.1688.com/offer/663757363718.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/7/1,23393648011,21.09429,高价品，流量翻倍,1,1.21
10/20/50/100个装白色欧根纱袋，尺寸分别为7x9厘米、9x12厘米、10x15厘米和20x30厘米，适用于派对回礼、珠宝、生日和婴儿派对等场合。,"20x30,50uni",3.83,https://cf.shopee.com.br/file/br-11134207-820l5-mlme4g3ek2kkda,http://shopee.com.br/product/707100229/23393669432,礼品与包装材料,礼品袋,IVCN2025112122847,199186790581,https://detail.1688.com/offer/596926665940.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917822094991471251e0e27&token=V3WbuNCRmtNN1SN8qO1HsBnx2RpP1nUpUWgo9azFac6QR06fSNLDrH9HnyEvkDDN,P1,2026/7/1,23393669432,3.83278,高价品，流量翻倍,1,
500张或300张A4尺寸不干胶贴纸，整张、未裁切或已裁切。,500张未裁切的纸张,65,https://cf.shopee.com.br/file/br-11134207-7r98o-m5lg72ob5eo54d,http://shopee.com.br/product/428507356/23393671407,笔记本与纸质用品,标签和贴纸,IVCN2026061712687,229415782428,https://detail.1688.com/offer/964339134388.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/7/1,23393671407,159.73839,高价品，流量翻倍,1,
红色缎带（9号），饰以蓝色宝石，适用于派对礼品装饰 - 10条装,20个单位,12,https://cf.shopee.com.br/file/br-11134207-7r98o-m67eaw9ptjuafc,http://shopee.com.br/product/536699844/23393708912,礼品与包装材料,丝带,IVCN2026041456956,189171425898,https://detail.1688.com/offer/649006181414.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/7/1,23393708912,35.51941,高价品，流量翻倍,1,1
50个装牛皮纸外卖袋 - 您订购，我们送货上门 - 尺寸：PP/P/M/G/GG/XG - 加固型,G,3.09,https://cf.shopee.com.br/file/sg-11134201-7rd6i-m6op136qoe957b,http://shopee.com.br/product/1085054567/23393737494,礼品与包装材料,礼品袋,IVCN2026041457714,219171925129,https://detail.1688.com/offer/770253521739.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDIM2UJ5GUEU2HKVNFIS2NKJJEONC2KRJVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPJJMEOWJSIRIU2SSVI5ETEVCBLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,P1,2026/7/1,23393737494,3.09279,高价品，流量翻倍,1,1.07
活页纸 100/150/200/250/500 张 A4,250张,7.92,https://cf.shopee.com.br/file/br-11134207-81ztt-ml163zxrnthcd5,http://shopee.com.br/product/940828331/23394060988,笔记本与纸质用品,散装,IVCN202603161427,159784579565,无同款,P1,2026/7/1,23394060988,7.92854,高价品，流量翻倍,2,0.71
活页纸 100/150/200/250/500 张 A4,500张,2,https://cf.shopee.com.br/file/br-11134207-81ztx-ml163zxrmeww63,http://shopee.com.br/product/940828331/23394060988,笔记本与纸质用品,散装,IVCN202603161427,159784579569,https://detail.1688.com/offer/572857906733.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=9635a7b100227f4f6518eb1ea0462807&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B146C8E8FAB9ED72FB1E354168A5D942064ECB0444020610CC1CDE1D79A9EB012F348394BC3CC3C62B9992F8828C4BE892D4B505E30D8F7278CA1820667C69E8AB3C88C8FA3202F87A1FA6A25853F1DD742BF79891F931AEF9A45E90685D937A4E6FECFD7D07707B85D95B9552BC52E7A2731C441145E3C9CF526BA6ECA7D286F3F027057EC1186C78%26cbu_cps_trace_flag%3Dwrite,P0,2026/7/1,23394060988,48.14241,高价品，流量翻倍,2,0.29
50 个大号牛皮纸袋，质量上乘，尺寸为 30x40x12 厘米，颜色有白色、黑色、粉色、红色和原色。,黑色的,16.37,https://cf.shopee.com.br/file/br-11134207-7r98o-mau91b8ezbw90c,http://shopee.com.br/product/1520214270/23394138795,礼品与包装材料,礼品袋,IVCN2026051380471,169406618282,,P2,2026/7/1,23394138795,16.37643,高价品，流量翻倍,3,
50 个大号牛皮纸袋，质量上乘，尺寸为 30x40x12 厘米，颜色有白色、黑色、粉色、红色和原色。,罗莎,12.5,https://cf.shopee.com.br/file/br-11134207-7r98o-mau91b8etpmh6d,http://shopee.com.br/product/1520214270/23394138795,礼品与包装材料,礼品袋,IVCN2026051380471,169406618285,https://detail.1688.com/offer/947327708638.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/7/1,23394138795,14.95856,高价品，流量翻倍,3,
50 个大号牛皮纸袋，质量上乘，尺寸为 30x40x12 厘米，颜色有白色、黑色、粉色、红色和原色。,黑线,12.5,https://cf.shopee.com.br/file/br-11134207-7r98o-mau91b8exxbt80,http://shopee.com.br/product/1520214270/23394138795,礼品与包装材料,礼品袋,IVCN2026051380471,169406618286,https://detail.1688.com/offer/947327708638.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/7/1,23394138795,13.96644,高价品，流量翻倍,3,
Albano 印花/装饰牛皮纸，68x79厘米，25张,Kraft Love Journal Hearts In,22.45,https://cf.shopee.com.br/file/sg-11134201-81zwm-mn1t43nkn6dc95,http://shopee.com.br/product/351504274/23394177963,礼品与包装材料,礼品包装纸,IVCN2026041458516,119727977934,,P2,2026/7/1,23394177963,22.45077,高价品，流量翻倍,4,
Albano 印花/装饰牛皮纸，68x79厘米，25张,卡夫红心,23.89,https://cf.shopee.com.br/file/sg-11134201-8260l-mm3s0nws3hmob3,http://shopee.com.br/product/351504274/23394177963,礼品与包装材料,礼品包装纸,IVCN2026041458516,159553104516,,P2,2026/7/1,23394177963,23.89172,高价品，流量翻倍,4,
Albano 印花/装饰牛皮纸，68x79厘米，25张,Kraft Love Journal,6.18,https://cf.shopee.com.br/file/br-11134207-7r98o-mbgzxxzckpnm94,http://shopee.com.br/product/351504274/23394177963,礼品与包装材料,礼品包装纸,IVCN2026041458516,219608945412,https://detail.1688.com/offer/620220092557.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/7/1,23394177963,23.2757,高价品，流量翻倍,4,2.79
Albano 印花/装饰牛皮纸，68x79厘米，25张,今日牛皮纸花,6.18,https://cf.shopee.com.br/file/br-11134207-7r98o-mbjwha2ptpbsf2,http://shopee.com.br/product/351504274/23394177963,礼品与包装材料,礼品包装纸,IVCN2026041458516,238787740254,https://detail.1688.com/offer/620220092557.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/7/1,23394177963,23.50075,高价品，流量翻倍,4,0.71
塑料包装捆扎带，12卷,塑料包装捆扎带，12卷,123.33,https://cf.shopee.com.br/file/sg-11134201-7rdyj-mctj76xdlwqo68,http://shopee.com.br/product/1453234482/23394276026,礼品与包装材料,丝带,IVCN202601195461,209610141935,,P2,2026/7/1,23394276026,123.3327,高价品，流量翻倍,1,0.43
60/120/168色丙烯颜料马克笔，特殊颜色，防水,120个核心,24.7,https://cf.shopee.com.br/file/br-11134207-7r98o-mdnk4hz0sudt95,http://shopee.com.br/product/376109471/23394333197,写作与校对,标记,IVCN2025122314569,239426955725,https://detail.1688.com/offer/843869330417.html?spm=a26352.b28411319.offerlist.6.63f61e6243bDbb,P0,2026/7/1,23394333197,36.99113,高价品，流量翻倍,1,0.36
MOTTU 2025 电视贴纸及其他颜色。,MOTTU 2025 电视贴纸及其他颜色。,29.05,https://cf.shopee.com.br/file/br-11134207-820lv-mmgpinoiu1aea0,http://shopee.com.br/product/422245368/23394426192,笔记本与纸质用品,标签和贴纸,IVCN2026051380015,109870405558,,P2,2026/7/1,23394426192,29.05897,高价品，流量翻倍,1,1.71
覆膜纸，适用于零食、汉堡包，防油，热敏打印，30x38厘米，1000张，白色，无印刷,覆膜纸，适用于零食、汉堡包，防油，热敏打印，30x38厘米，1000张，白色，无印刷,126.75,https://cf.shopee.com.br/file/sg-11134201-824gz-mf2l3x7f7g24e3,http://shopee.com.br/product/1279016130/23394436763,笔记本与纸质用品,热敏纸和连续纸,IVCN2026051381093,219179855947,,P2,2026/7/1,23394436763,126.75958,高价品，流量翻倍,1,
大型纸板运输箱 50x33x20 物流 20 个,大型纸板运输箱 50x33x20 物流 20 个,18.18,https://cf.shopee.com.br/file/br-11134207-81ztc-mjyihd11getece,http://shopee.com.br/product/1618248070/23394457770,礼品与包装材料,纸箱,IVCN2026061711479,219180288169,,P2,2026/7/1,23394457770,18.18838,高价品，流量翻倍,1,
48张厨房调料罐专用不干胶标签 - 收纳整理 - 防水乙烯基材质,所以,0.07,https://cf.shopee.com.br/file/br-11134207-81z1k-mge4rrdhzwg45c,http://shopee.com.br/product/1009974689/23394636955,笔记本与纸质用品,标签和贴纸,IVCN202606178911,189181343087,,P2,2026/7/1,23394636955,0.0705,,1,2.14
100 个 7x7x3.5 厘米的小盒子（含白色或古金色丝带），适用于婚礼糖果、儿童派对等场合。,白色的,27.57,https://cf.shopee.com.br/file/br-11134207-81z1k-mgpe1sdcighs3f,http://shopee.com.br/product/374755069/23394659099,礼品与包装材料,礼品包装纸,IVCN2026051380519,169726389733,,P2,2026/7/1,23394659099,27.57532,高价品，流量翻倍,1,
LS2 FF358 坦克模型头盔贴纸,LS2 FF358 坦克模型头盔贴纸,44.8,https://cf.shopee.com.br/file/br-11134207-81z1k-mgzy89p79vr9f9,http://shopee.com.br/product/892974387/23394678829,笔记本与纸质用品,标签和贴纸,IVCN2026051381261,228794764319,,P2,2026/7/1,23394678829,44.8054,高价品，流量翻倍,1,
马克笔收纳盒（可装20至200支马克笔），兼容New Touch、Ohuhu、Copic和丙烯马克笔。,怀特，210,25.65,https://cf.shopee.com.br/file/br-11134207-81z1k-mh65zpcjcqh161,http://shopee.com.br/product/1264925362/23394685072,写作与校对,标记,IVCN202603162085,189182174852,https://detail.1688.com/offer/992721357162.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/7/1,23394685072,47.38504,高价品，流量翻倍,1,
50个电商专用纸箱，尺寸30x20x15厘米,50个电商专用纸箱，尺寸30x20x15厘米,20.75,https://cf.shopee.com.br/file/sg-11134201-822z8-miahf9ir4gld90,http://shopee.com.br/product/1077124065/23394742386,礼品与包装材料,纸箱,IVCN2026061711773,219615763575,,P2,2026/7/1,23394742386,20.75421,高价品，流量翻倍,1,
多用途袋（小号）汉堡包 - 激发您灵感的美味 - （1000 个）,多用途袋（小号）汉堡包 - 激发您灵感的美味 - （1000 个）,24.57,https://cf.shopee.com.br/file/sg-11134201-7qvg2-li8ybcwaaui258,http://shopee.com.br/product/586154858/23396068195,礼品与包装材料,其他的,IVCN202602130801,199142576163,https://detail.1688.com/offer/643962169510.html?,P1,2026/7/1,23396068195,24.57278,高价品，流量翻倍,1,1.43
一套20支装的Irwin木工/细木工/砌砖工铅笔,一套20支装的Irwin木工/细木工/砌砖工铅笔,17.83,https://cf.shopee.com.br/file/br-11134207-7qukw-lk12nmwvdw2rdf,http://shopee.com.br/product/326760940/23396496482,写作与校对,铅笔,IVCN2026051381279,229384510352,无同款,P1,2026/7/1,23396496482,17.83806,高价品，流量翻倍,1,2.57
瓦楞纸板卷 1.20米 x 50米 油漆翻新,瓦楞纸板卷 1.20米 x 50米 油漆翻新,80.13,https://cf.shopee.com.br/file/br-11134207-7r98o-lkzbpnt45xj349,http://shopee.com.br/product/543041951/23396742888,礼品与包装材料,其他的,IVCN2025112123517,209153021092,https://detail.1688.com/offer/660922880716.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i15&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/7/1,23396742888,80.13375,高价品，流量翻倍,1,4.43
5卷保暖服装标签，不含丝带，50x75,白色的,14.23,https://cf.shopee.com.br/file/sg-11134201-7rbk3-lo1gs7mw7ify25,http://shopee.com.br/product/376266797/23397139854,其他,#VALUE!,IVCN2026061713771,239397882182,无同款,P1,2026/7/1,23397139854,14.23801,高价品，流量翻倍,1,0.64
覆膜纸 - 我爱快餐 - （500 张）,覆膜纸 - 我爱快餐 - （500 张）,15.86,https://cf.shopee.com.br/file/sg-11134201-7rcc8-lr6cylc7bdmmc5,http://shopee.com.br/product/586154858/23397319477,礼品与包装材料,其他的,IVCN202601194869,189592531999,https://detail.1688.com/offer/712503144269.html?spm=a26352.13672862.offerlist.134.4bae1e62CsjvF9&offerId=712503144269&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5505215760287&trace_log=normal&uuid=176305fbc76244f2b2167651ecd6a219&forcePC=1770174114961,P1,2026/7/1,23397319477,15.86606,高价品，流量翻倍,1,4.07
10 个小盒子，尺寸 20x20x5 厘米，小盒子，收纳盒，婚礼，教父母，回礼，中密度纤维板,10 个小盒子，尺寸 20x20x5 厘米，小盒子，收纳盒，婚礼，教父母，回礼，中密度纤维板,13.45,https://cf.shopee.com.br/file/br-11134207-7r98o-lvx27h76uu8if8,http://shopee.com.br/product/419022743/23397552846,礼品与包装材料,礼盒,IVCN2026021029239,219595683693,无同款,P1,2026/7/1,23397552846,13.4539,高价品，流量翻倍,1,2.43
Poli 双面精英装饰用各种颜色 49.0 x 69.0cm，Xingó - 10/20/40 张。,酒红色/裸色，10张,1.28,https://cf.shopee.com.br/file/br-11134207-7r98o-lxfn7eorcp6e84,http://shopee.com.br/product/379636844/23397625845,礼品与包装材料,其他的,IVCN202606179985,199599377800,,P2,2026/7/1,23397625845,1.28756,高价品，流量翻倍,4,
Poli 双面精英装饰用各种颜色 49.0 x 69.0cm，Xingó - 10/20/40 张。,玫瑰石英/裸色，20张,20.29,https://cf.shopee.com.br/file/br-11134207-7r98o-lxfn7eorfiba4d,http://shopee.com.br/product/379636844/23397625845,礼品与包装材料,其他的,IVCN202606179985,199599377812,,P2,2026/7/1,23397625845,20.2975,高价品，流量翻倍,4,
Poli 双面精英装饰用各种颜色 49.0 x 69.0cm，Xingó - 10/20/40 张。,粉色，10张,2.42,https://cf.shopee.com.br/file/br-11134207-7r98o-lxfn7eore3qu39,http://shopee.com.br/product/379636844/23397625845,礼品与包装材料,其他的,IVCN202606179985,209166929189,,P2,2026/7/1,23397625845,2.4269,高价品，流量翻倍,4,
Poli 双面精英装饰用各种颜色 49.0 x 69.0cm，Xingó - 10/20/40 张。,玫瑰石英/裸色，10张,2.16,https://cf.shopee.com.br/file/br-11134207-7r98o-lxfn7eorfiba4d,http://shopee.com.br/product/379636844/23397625845,礼品与包装材料,其他的,IVCN202606179985,209166929194,,P2,2026/7/1,23397625845,2.16628,高价品，流量翻倍,4,
礼品篮套装（10个装）。,10个单位,6.57,https://cf.shopee.com.br/file/br-11134207-81z1k-mh10pe9p4s1s5c,http://shopee.com.br/product/422074553/23397629863,礼品与包装材料,礼品包装纸,IVCN2026051380129,129653542858,,P2,2026/7/1,23397629863,6.57075,高价品，流量翻倍,1,0.71
NISTI PRINT | 与神同在的灵修笔记本/计划本/每日圣经学习（精装版）,NISTI PRINT | 与神同在的灵修笔记本/计划本/每日圣经学习（精装版）,8.15,https://cf.shopee.com.br/file/br-11134207-7r98o-m9rtb39g0da1b2,http://shopee.com.br/product/376221706/23397725914,笔记本与纸质用品,笔记本和便签本,IVCN2025112123679,209598067475,https://detail.1688.com/offer/923796236756.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/7/1,23397725914,8.15078,高价品，流量翻倍,1,2.64
带窗口的盒子，13x7x2厘米，适用于钥匙扣、珠宝、人造珠宝、促销礼品（50-70-100个/包）,白色，100,63.67,https://cf.shopee.com.br/file/br-11134207-7r98o-lz6ja5y9f4u9ec,http://shopee.com.br/product/681366383/23397731124,礼品与包装材料,礼盒,IVCN2026041458660,228785562916,https://detail.1688.com/offer/554473220198.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/7/1,23397731124,63.67516,高价品，流量翻倍,2,0.5
带窗口的盒子，13x7x2厘米，适用于钥匙扣、珠宝、人造珠宝、促销礼品（50-70-100个/包）,怀特，50,13.5,https://cf.shopee.com.br/file/br-11134207-7r98o-lz6ja5y9f4u9ec,http://shopee.com.br/product/681366383/23397731124,礼品与包装材料,礼盒,IVCN2026041458660,239416110080,无同款,P1,2026/7/1,23397731124,13.50923,高价品，流量翻倍,2,3.14
一套10个玻璃纸袋，适用于礼品篮、早餐、圣诞节等场合，各种尺寸,80x100 10 和,14.06,https://cf.shopee.com.br/file/br-11134207-7r98o-m21a5scmiycf9c,http://shopee.com.br/product/986494908/23397997969,礼品与包装材料,礼品包装纸,IVCN2026051380395,159553619829,,P2,2026/7/1,23397997969,14.06332,高价品，流量翻倍,1,
包含最多 10 卷人造丝带饰边的套装，每卷 10 米，100% 涤纶，颜色随机 - 缝纫用品,10个单位,16.19,https://cf.shopee.com.br/file/br-11134207-81z1k-mgiju5mbxzb4e5,http://shopee.com.br/product/1061262113/23398187306,礼品与包装材料,丝带,IVCN2025112123341,199610283541,https://detail.1688.com/offer/960156293264.html?spm=a26352.b28411319/2508.0.0,P1,2026/7/1,23398187306,16.19648,高价品，流量翻倍,2,0.36
包含最多 10 卷人造丝带饰边的套装，每卷 10 米，100% 涤纶，颜色随机 - 缝纫用品,5个单位,2.54,https://cf.shopee.com.br/file/br-11134207-81z1k-mgiju5mbwkqo6e,http://shopee.com.br/product/1061262113/23398187306,礼品与包装材料,丝带,IVCN2025112123341,199610283542,,P2,2026/7/1,23398187306,2.54048,,2,0.71
